B,U[-S]U[-C]
C,FFFF]ffFFF
C,FFF]ffFFFF
C,FF]ffFFFF[
C,F]ffFFFF[-
C,]ffFFFF[-F
C,ffFFFF[-Ff
C,fFFFF[-FfF
C,FFFF[-FfF[
C,FFF[-FfF[-
C,FF[-FfF[-F
C,FFFFF]ffFF
C,]fF[-FF]fF[
C,[-FF]fF[+FF
C,F[-FF]fF[+F
C,fF[-FF]fF[+
C,F]fF[-FF]fF
C,FF]fF[+FF]f
C,-FF]fF[-FF]
C,[-FF]fF[-FF
C,F[-FF]fF[-F
C,-FF]fF[+FF]
C,FF]fF[-FF]f
C,FfF[-FF]fF[
C,fF[-FF]fF]/
C,]fF[+FF]fF[
C,fF[+FF]fF[+
C,F[+FF]fF[+F
C,[+FF]fF[+FF
C,+FF]fF[+FF]
C,fF[+FF]fF[-
C,F[+FF]fF[-F
C,[+FF]fF[-FF
C,+FF]fF[-FF]
C,]fF[-FF]fF]
C,F]fF[+FF]fF
C,fF[-FF]fF[-
C,FFFF[-FFFFF
C,[-FFFFFFFFF
C,-FfF[-FF]fF
C,ffFFFF[-FFF
C,fFFFF[-FFFF
C,FFF[-FFFFFF
C,FF[-FFFFFFF
C,F[-FFFFFFFF
C,-FFFFFFFFF]
C,FFFFFFFFF]f
C,FFFFFFFF]ff
C,FFFFFFF]ffF
C,FFFFFF]ffFF
C,[-FfF[-FF]f
C,FF[-FfF[-FF
C,F[-FfF[-FF]
C,FFFFF]ffFFF
C,FFF[-FfF[-F
C,FFFF[-FfF[-
C,fFFFF[-FfF[
C,FFFF]ffFFFF
C,]ffFFFF[-Ff
C,F]ffFFFF[-F
C,FF]ffFFFF[-
C,FFF]ffFFFF[
C,ffFFFF[-FfF
C,]fF[+FF]fF[+
C,FF]fF[+FF]fF
C,-FF]fF[+FF]f
C,[-FF]fF[+FF]
C,F[-FF]fF[+FF
C,F]fF[-FF]fF[
C,]fF[-FF]fF[+
C,FF]fF[-FF]fF
C,-FF]fF[-FF]f
C,[-FF]fF[-FF]
C,fF[-FF]fF[+F
C,F]fF[+FF]fF[
C,fF[-FF]fF[-F
C,F[+FF]fF[+FF
C,[+FF]fF[+FF]
C,+FF]fF[+FF]f
C,]fF[+FF]fF[-
C,]fF[-FF]fF]/
C,fF[+FF]fF[-F
C,F[+FF]fF[-FF
C,[+FF]fF[-FF]
C,+FF]fF[-FF]f
C,]fF[-FF]fF[-
C,F[-FF]fF[-FF
C,fF[+FF]fF[+F
C,F]fF[-FF]fF]
C,[-FFFFFFFFF]
C,-FFFFFFFFF]f
C,FfF[-FF]fF[-
C,ffFFFF[-FFFF
C,fFFFF[-FFFFF
C,FFFF[-FFFFFF
C,FFF[-FFFFFFF
C,FF[-FFFFFFFF
C,F[-FFFFFFFFF
C,FFFFFFFFF]ff
C,FFFFFFFF]ffF
C,FFFFFFF]ffFF
C,FFFFFF]ffFFF
C,FFFFF]ffFFFF
C,-FfF[-FF]fF[
C,FFF[-FfF[-FF
C,[-FfF[-FF]fF
C,FFFF]ffFFFF[
C,F[-FfF[-FF]f
C,FF[-FfF[-FF]
C,FFFF[-FfF[-F
C,FFF]ffFFFF[-
C,ffFFFF[-FfF[
C,]ffFFFF[-FfF
C,F]ffFFFF[-Ff
C,FF]ffFFFF[-F
C,fFFFF[-FfF[-
C,F[-FF]fF[+FF]
C,FF]fF[+FF]fF[
C,-FF]fF[+FF]fF
C,[-FF]fF[+FF]f
C,fF[-FF]fF[+FF
C,]fF[+FF]fF[+F
C,F]fF[-FF]fF[+
C,FF]fF[-FF]fF[
C,-FF]fF[-FF]fF
C,F]fF[+FF]fF[+
C,]fF[-FF]fF[+F
C,[-FF]fF[-FF]f
C,fF[-FF]fF[-FF
C,F[+FF]fF[+FF]
C,[+FF]fF[+FF]f
C,+FF]fF[+FF]fF
C,F]fF[+FF]fF[-
C,]fF[+FF]fF[-F
C,fF[+FF]fF[-FF
C,F[+FF]fF[-FF]
C,[+FF]fF[-FF]f
C,+FF]fF[-FF]fF
C,F]fF[-FF]fF[-
C,]fF[-FF]fF[-F
C,F]fF[-FF]fF]/
C,fF[+FF]fF[+FF
C,FF]fF[-FF]fF]
C,F[-FF]fF[-FF]
C,[-FFFFFFFFF]f
C,FfF[-FF]fF[-F
C,ffFFFF[-FFFFF
C,fFFFF[-FFFFFF
C,FFFF[-FFFFFFF
C,FFF[-FFFFFFFF
C,FF[-FFFFFFFFF
C,F[-FFFFFFFFF]
C,-FFFFFFFFF]ff
C,FFFFFFFFF]ffF
C,FFFFFFFF]ffFF
C,FFFFFFF]ffFFF
C,FFFFFF]ffFFFF
C,-FfF[-FF]fF[-
C,FFFF[-FfF[-FF
C,[-FfF[-FF]fF[
C,FFFFF]ffFFFF[
C,F[-FfF[-FF]fF
C,FF[-FfF[-FF]f
C,FFF[-FfF[-FF]
C,fFFFF[-FfF[-F
C,FFFF]ffFFFF[-
C,]ffFFFF[-FfF[
C,F]ffFFFF[-FfF
C,FF]ffFFFF[-Ff
C,FFF]ffFFFF[-F
C,ffFFFF[-FfF[-
C,-FF]fF[+FF]fF[
C,]fF[+FF]fF[+FF
C,F]fF[+FF]fF[+F
C,FF]fF[+FF]fF[+
C,[-FF]fF[+FF]fF
C,F[+FF]fF[+FF]f
C,fF[-FF]fF[+FF]
C,]fF[-FF]fF[+FF
C,F]fF[-FF]fF[+F
C,FF]fF[-FF]fF[+
C,fF[+FF]fF[+FF]
C,F[-FF]fF[+FF]f
C,-FF]fF[-FF]fF[
C,F[-FF]fF[-FF]f
C,+FF]fF[+FF]fF[
C,FF]fF[+FF]fF[-
C,F]fF[+FF]fF[-F
C,]fF[+FF]fF[-FF
C,fF[+FF]fF[-FF]
C,F[+FF]fF[-FF]f
C,[+FF]fF[-FF]fF
C,+FF]fF[-FF]fF[
C,FF]fF[-FF]fF[-
C,F]fF[-FF]fF[-F
C,]fF[-FF]fF[-FF
C,[-FF]fF[-FF]fF
C,[+FF]fF[+FF]fF
C,FF]fF[-FF]fF]/
C,-FF]fF[-FF]fF]
C,ffFFFF[-FFFFFF
C,fF[-FF]fF[-FF]
C,fFFFF[-FFFFFFF
C,FFFF[-FFFFFFFF
C,FFF[-FFFFFFFFF
C,FF[-FFFFFFFFF]
C,F[-FFFFFFFFF]f
C,[-FFFFFFFFF]ff
C,-FFFFFFFFF]ffF
C,FFFFFFFFF]ffFF
C,FFFFFFFF]ffFFF
C,FFFFFFF]ffFFFF
C,FFFFFF]ffFFFF[
C,FFFFF]ffFFFF[-
C,FfF[-FF]fF[-FF
C,FF[-FfF[-FF]fF
C,FFFF]ffFFFF[-F
C,-FfF[-FF]fF[-F
C,[-FfF[-FF]fF[-
C,F[-FfF[-FF]fF[
C,FFF[-FfF[-FF]f
C,FFF]ffFFFF[-Ff
C,fFFFF[-FfF[-FF
C,ffFFFF[-FfF[-F
C,]ffFFFF[-FfF[-
C,F]ffFFFF[-FfF[
C,FF]ffFFFF[-FfF
C,FFFF[-FfF[-FF]
C,FF]fF[+FF]fF[+F
C,fF[+FF]fF[+FF]f
C,]fF[+FF]fF[+FF]
C,F]fF[+FF]fF[+FF
C,-FF]fF[+FF]fF[+
C,[+FF]fF[+FF]fF[
C,F[-FF]fF[+FF]fF
C,fF[-FF]fF[+FF]f
C,]fF[-FF]fF[+FF]
C,F]fF[-FF]fF[+FF
C,F[+FF]fF[+FF]fF
C,[-FF]fF[+FF]fF[
C,FF]fF[-FF]fF[+F
C,[-FF]fF[-FF]fF[
C,FF]fF[+FF]fF[-F
C,F]fF[+FF]fF[-FF
C,]fF[+FF]fF[-FF]
C,fF[+FF]fF[-FF]f
C,[+FF]fF[-FF]fF[
C,+FF]fF[-FF]fF[-
C,FF]fF[-FF]fF[-F
C,F]fF[-FF]fF[-FF
C,]fF[-FF]fF[-FF]
C,[-FF]fF[-FF]fF]
C,-FF]fF[-FF]fF]/
C,-FF]fF[-FF]fF[+
C,+FF]fF[+FF]fF[-
C,F[+FF]fF[-FF]fF
C,F[-FF]fF[-FF]fF
C,ffFFFF[-FFFFFFF
C,fFFFF[-FFFFFFFF
C,FFFF[-FFFFFFFFF
C,FFF[-FFFFFFFFF]
C,FF[-FFFFFFFFF]f
C,F[-FFFFFFFFF]ff
C,[-FFFFFFFFF]ffF
C,-FFFFFFFFF]ffFF
C,FFFFFFFFF]ffFFF
C,FFFFFFFF]ffFFFF
C,FFFFFFF]ffFFFF[
C,FFFFFF]ffFFFF[-
C,FFFFF]ffFFFF[-F
C,FFFF]ffFFFF[-Ff
C,fF[-FF]fF[-FF]f
C,F[-FfF[-FF]fF[-
C,FFF]ffFFFF[-FfF
C,FfF[-FF]fF[-FF]
C,-FfF[-FF]fF[-FF
C,[-FfF[-FF]fF[-F
C,FF[-FfF[-FF]fF[
C,FF]ffFFFF[-FfF[
C,FFFF[-FfF[-FF]f
C,fFFFF[-FfF[-FF]
C,ffFFFF[-FfF[-FF
C,]ffFFFF[-FfF[-F
C,F]ffFFFF[-FfF[-
C,FFF[-FfF[-FF]fF
C,-FF]fF[+FF]fF[+F
C,]fF[+FF]fF[+FF]f
C,F]fF[+FF]fF[+FF]
C,FF]fF[+FF]fF[+FF
C,[-FF]fF[+FF]fF[+
C,F[+FF]fF[+FF]fF[
C,fF[-FF]fF[+FF]fF
C,]fF[-FF]fF[+FF]f
C,F]fF[-FF]fF[+FF]
C,FF]fF[-FF]fF[+FF
C,fF[+FF]fF[+FF]fF
C,F[-FF]fF[+FF]fF[
C,-FF]fF[-FF]fF[+F
C,F[-FF]fF[-FF]fF[
C,+FF]fF[+FF]fF[-F
C,FF]fF[+FF]fF[-FF
C,F]fF[+FF]fF[-FF]
C,]fF[+FF]fF[-FF]f
C,F[+FF]fF[-FF]fF[
C,[+FF]fF[-FF]fF[-
C,+FF]fF[-FF]fF[-F
C,FF]fF[-FF]fF[-FF
C,F]fF[-FF]fF[-FF]
C,]fF[-FF]fF[-FF]f
C,[-FF]fF[-FF]fF]/
C,[-FF]fF[-FF]fF[+
C,[+FF]fF[+FF]fF[-
C,fF[+FF]fF[-FF]fF
C,F[-FF]fF[-FF]fF]
C,ffFFFF[-FFFFFFFF
C,fF[-FF]fF[-FF]fF
C,fFFFF[-FFFFFFFFF
C,FFFF[-FFFFFFFFF]
C,FFF[-FFFFFFFFF]f
C,FF[-FFFFFFFFF]ff
C,F[-FFFFFFFFF]ffF
C,[-FFFFFFFFF]ffFF
C,-FFFFFFFFF]ffFFF
C,FFFFFFFFF]ffFFFF
C,FFFFFFFF]ffFFFF[
C,FFFFFFF]ffFFFF[-
C,FFFFFF]ffFFFF[-F
C,FFFFF]ffFFFF[-Ff
C,FfF[-FF]fF[-FF]f
C,FF[-FfF[-FF]fF[-
C,FFFF]ffFFFF[-FfF
C,-FfF[-FF]fF[-FF]
C,[-FfF[-FF]fF[-FF
C,F[-FfF[-FF]fF[-F
C,FFF[-FfF[-FF]fF[
C,FFF]ffFFFF[-FfF[
C,fFFFF[-FfF[-FF]f
C,ffFFFF[-FfF[-FF]
C,]ffFFFF[-FfF[-FF
C,F]ffFFFF[-FfF[-F
C,FF]ffFFFF[-FfF[-
C,FFFF[-FfF[-FF]fF
C,-FF]fF[+FF]fF[+FF
C,]fF[+FF]fF[+FF]fF
C,F]fF[+FF]fF[+FF]f
C,FF]fF[+FF]fF[+FF]
C,[-FF]fF[+FF]fF[+F
C,F[+FF]fF[+FF]fF[-
C,fF[-FF]fF[+FF]fF[
C,]fF[-FF]fF[+FF]fF
C,F]fF[-FF]fF[+FF]f
C,fF[+FF]fF[+FF]fF[
C,-FF]fF[-FF]fF[+FF
C,F[-FF]fF[+FF]fF[+
C,FF]fF[-FF]fF[+FF]
C,F[-FF]fF[-FF]fF[+
C,+FF]fF[+FF]fF[-FF
C,FF]fF[+FF]fF[-FF]
C,F]fF[+FF]fF[-FF]f
C,]fF[+FF]fF[-FF]fF
C,F[+FF]fF[-FF]fF[-
C,[+FF]fF[-FF]fF[-F
C,+FF]fF[-FF]fF[-FF
C,FF]fF[-FF]fF[-FF]
C,F]fF[-FF]fF[-FF]f
C,]fF[-FF]fF[-FF]fF
C,[-FF]fF[-FF]fF[+F
C,F[-FF]fF[-FF]fF]/
C,[+FF]fF[+FF]fF[-F
C,fF[+FF]fF[-FF]fF[
C,fF[-FF]fF[-FF]fF]
C,fF[-FF]fF[-FF]fF[
C,ffFFFF[-FFFFFFFFF
C,fFFFF[-FFFFFFFFF]
C,FFFF[-FFFFFFFFF]f
C,FFF[-FFFFFFFFF]ff
C,FF[-FFFFFFFFF]ffF
C,F[-FFFFFFFFF]ffFF
C,[-FFFFFFFFF]ffFFF
C,-FFFFFFFFF]ffFFFF
C,FFFFFFFFF]ffFFFF[
C,FFFFFFFF]ffFFFF[-
C,FFFFFFF]ffFFFF[-F
C,FFFFFF]ffFFFF[-Ff
C,FFFFF]ffFFFF[-FfF
C,FfF[-FF]fF[-FF]fF
C,FF[-FfF[-FF]fF[-F
C,FFFF]ffFFFF[-FfF[
C,-FfF[-FF]fF[-FF]f
C,[-FfF[-FF]fF[-FF]
C,F[-FfF[-FF]fF[-FF
C,FFF[-FfF[-FF]fF[-
C,FFF]ffFFFF[-FfF[-
C,fFFFF[-FfF[-FF]fF
C,ffFFFF[-FfF[-FF]f
C,]ffFFFF[-FfF[-FF]
C,F]ffFFFF[-FfF[-FF
C,FF]ffFFFF[-FfF[-F
C,FFFF[-FfF[-FF]fF[
C,[-FF]fF[+FF]fF[+FF
C,F]fF[+FF]fF[+FF]fF
C,FF]fF[+FF]fF[+FF]f
C,-FF]fF[+FF]fF[+FF]
C,F[-FF]fF[+FF]fF[+F
C,fF[+FF]fF[+FF]fF[-
C,]fF[-FF]fF[+FF]fF[
C,F]fF[-FF]fF[+FF]fF
C,FF]fF[-FF]fF[+FF]f
C,-FF]fF[-FF]fF[+FF]
C,]fF[+FF]fF[+FF]fF[
C,fF[-FF]fF[+FF]fF[+
C,[-FF]fF[-FF]fF[+FF
C,fF[-FF]fF[-FF]fF]/
C,[+FF]fF[+FF]fF[-FF
C,+FF]fF[+FF]fF[-FF]
C,FF]fF[+FF]fF[-FF]f
C,F]fF[+FF]fF[-FF]fF
C,fF[+FF]fF[-FF]fF[-
C,F[+FF]fF[-FF]fF[-F
C,[+FF]fF[-FF]fF[-FF
C,+FF]fF[-FF]fF[-FF]
C,FF]fF[-FF]fF[-FF]f
C,F]fF[-FF]fF[-FF]fF
C,]fF[-FF]fF[-FF]fF]
C,F[-FF]fF[-FF]fF[+F
C,F[+FF]fF[+FF]fF[-F
C,]fF[+FF]fF[-FF]fF[
C,fF[-FF]fF[-FF]fF[+
C,[-FFFFFFFFF]ffFFFF
C,FfF[-FF]fF[-FF]fF[
C,ffFFFF[-FFFFFFFFF]
C,fFFFF[-FFFFFFFFF]f
C,FFFF[-FFFFFFFFF]ff
C,FFF[-FFFFFFFFF]ffF
C,FF[-FFFFFFFFF]ffFF
C,F[-FFFFFFFFF]ffFFF
C,-FFFFFFFFF]ffFFFF[
C,FFFFFFFFF]ffFFFF[-
C,FFFFFFFF]ffFFFF[-F
C,FFFFFFF]ffFFFF[-Ff
C,FFFFFF]ffFFFF[-FfF
C,-FfF[-FF]fF[-FF]fF
C,[-FfF[-FF]fF[-FF]f
C,FFFFF]ffFFFF[-FfF[
C,F[-FfF[-FF]fF[-FF]
C,FF[-FfF[-FF]fF[-FF
C,FFF[-FfF[-FF]fF[-F
C,FFFF[-FfF[-FF]fF[-
C,fFFFF[-FfF[-FF]fF[
C,FFFF]ffFFFF[-FfF[-
C,]ffFFFF[-FfF[-FF]f
C,F]ffFFFF[-FfF[-FF]
C,FF]ffFFFF[-FfF[-FF
C,FFF]ffFFFF[-FfF[-F
C,ffFFFF[-FfF[-FF]fF
C,]fF[+FF]fF[+FF]fF[-
C,FF]fF[+FF]fF[+FF]fF
C,-FF]fF[+FF]fF[+FF]f
C,]fF[-FF]fF[-FF]fF]/
C,[-FF]fF[+FF]fF[+FF]
C,]fF[-FF]fF[+FF]fF[+
C,fF[-FF]fF[+FF]fF[+F
C,F]fF[-FF]fF[+FF]fF[
C,FF]fF[-FF]fF[+FF]fF
C,-FF]fF[-FF]fF[+FF]f
C,F[-FF]fF[+FF]fF[+FF
C,F]fF[+FF]fF[+FF]fF[
C,F[-FF]fF[-FF]fF[+FF
C,F[+FF]fF[+FF]fF[-FF
C,[+FF]fF[+FF]fF[-FF]
C,+FF]fF[+FF]fF[-FF]f
C,FF]fF[+FF]fF[-FF]fF
C,F]fF[+FF]fF[-FF]fF[
C,]fF[+FF]fF[-FF]fF[-
C,fF[+FF]fF[-FF]fF[-F
C,F[+FF]fF[-FF]fF[-FF
C,[+FF]fF[-FF]fF[-FF]
C,+FF]fF[-FF]fF[-FF]f
C,FF]fF[-FF]fF[-FF]fF
C,F]fF[-FF]fF[-FF]fF]
C,fF[+FF]fF[+FF]fF[-F
C,[-FF]fF[-FF]fF[+FF]
C,]ffFFFF[-FfF[-FF]fF
C,fF[-FF]fF[-FF]fF[+F
C,ffFFFF[-FFFFFFFFF]f
C,fFFFF[-FFFFFFFFF]ff
C,FFFF[-FFFFFFFFF]ffF
C,FFF[-FFFFFFFFF]ffFF
C,FF[-FFFFFFFFF]ffFFF
C,F[-FFFFFFFFF]ffFFFF
C,[-FFFFFFFFF]ffFFFF[
C,-FFFFFFFFF]ffFFFF[-
C,FFFFFFFFF]ffFFFF[-F
C,FFFFFFFF]ffFFFF[-Ff
C,FFFFFFF]ffFFFF[-FfF
C,FFFFFF]ffFFFF[-FfF[
C,FfF[-FF]fF[-FF]fF[+
C,FF[-FfF[-FF]fF[-FF]
C,-FfF[-FF]fF[-FF]fF[
C,[-FfF[-FF]fF[-FF]fF
C,F[-FfF[-FF]fF[-FF]f
C,FFFFF]ffFFFF[-FfF[-
C,FFF[-FfF[-FF]fF[-FF
C,FFFF]ffFFFF[-FfF[-F
C,fFFFF[-FfF[-FF]fF[-
C,ffFFFF[-FfF[-FF]fF[
C,F]ffFFFF[-FfF[-FF]f
C,FF]ffFFFF[-FfF[-FF]
C,FFF]ffFFFF[-FfF[-FF
C,FFFF[-FfF[-FF]fF[-F
C,FF]fF[+FF]fF[+FF]fF[
C,-FF]fF[+FF]fF[+FF]fF
C,[-FF]fF[+FF]fF[+FF]f
C,F[-FF]fF[+FF]fF[+FF]
C,]fF[+FF]fF[+FF]fF[-F
C,]fF[-FF]fF[+FF]fF[+F
C,F]fF[-FF]fF[+FF]fF[+
C,FF]fF[-FF]fF[+FF]fF[
C,-FF]fF[-FF]fF[+FF]fF
C,F]fF[+FF]fF[+FF]fF[-
C,fF[-FF]fF[+FF]fF[+FF
C,[-FF]fF[-FF]fF[+FF]f
C,fF[-FF]fF[-FF]fF[+FF
C,F[+FF]fF[+FF]fF[-FF]
C,[+FF]fF[+FF]fF[-FF]f
C,+FF]fF[+FF]fF[-FF]fF
C,FF]fF[+FF]fF[-FF]fF[
C,F]fF[+FF]fF[-FF]fF[-
C,fF[+FF]fF[-FF]fF[-FF
C,F[+FF]fF[-FF]fF[-FF]
C,[+FF]fF[-FF]fF[-FF]f
C,+FF]fF[-FF]fF[-FF]fF
C,FF]fF[-FF]fF[-FF]fF]
C,F]fF[-FF]fF[-FF]fF]/
C,F[-FF]fF[-FF]fF[+FF]
C,fF[+FF]fF[+FF]fF[-FF
C,]fF[+FF]fF[-FF]fF[-F
C,FfF[-FF]fF[-FF]fF[+F
C,ffFFFF[-FFFFFFFFF]ff
C,fFFFF[-FFFFFFFFF]ffF
C,FFFF[-FFFFFFFFF]ffFF
C,FFF[-FFFFFFFFF]ffFFF
C,FF[-FFFFFFFFF]ffFFFF
C,F[-FFFFFFFFF]ffFFFF[
C,[-FFFFFFFFF]ffFFFF[-
C,-FFFFFFFFF]ffFFFF[-F
C,FFFFFFFFF]ffFFFF[-Ff
C,FFFFFFFF]ffFFFF[-FfF
C,FFFFFFF]ffFFFF[-FfF[
C,FFFFFF]ffFFFF[-FfF[-
C,FFFFF]ffFFFF[-FfF[-F
C,-FfF[-FF]fF[-FF]fF[+
C,FFF]ffFFFF[-FfF[-FF]
C,FF]ffFFFF[-FfF[-FF]f
C,F]ffFFFF[-FfF[-FF]fF
C,]ffFFFF[-FfF[-FF]fF[
C,ffFFFF[-FfF[-FF]fF[-
C,fFFFF[-FfF[-FF]fF[-F
C,FFFF[-FfF[-FF]fF[-FF
C,FFF[-FfF[-FF]fF[-FF]
C,FF[-FfF[-FF]fF[-FF]f
C,F[-FfF[-FF]fF[-FF]fF
C,[-FfF[-FF]fF[-FF]fF[
C,FFFF]ffFFFF[-FfF[-FF
C,-FF]fF[+FF]fF[+FF]fF[
C,[-FF]fF[+FF]fF[+FF]fF
C,F[-FF]fF[+FF]fF[+FF]f
C,fF[-FF]fF[+FF]fF[+FF]
C,F]fF[+FF]fF[+FF]fF[-F
C,F]fF[-FF]fF[+FF]fF[+F
C,FF]fF[-FF]fF[+FF]fF[+
C,-FF]fF[-FF]fF[+FF]fF[
C,[-FF]fF[-FF]fF[+FF]fF
C,FF]fF[+FF]fF[+FF]fF[-
C,]fF[-FF]fF[+FF]fF[+FF
C,F[-FF]fF[-FF]fF[+FF]f
C,FfF[-FF]fF[-FF]fF[+FF
C,fF[+FF]fF[+FF]fF[-FF]
C,F[+FF]fF[+FF]fF[-FF]f
C,[+FF]fF[+FF]fF[-FF]fF
C,+FF]fF[+FF]fF[-FF]fF[
C,F]fF[+FF]fF[-FF]fF[-F
C,]fF[+FF]fF[-FF]fF[-FF
C,fF[+FF]fF[-FF]fF[-FF]
C,FF]fF[-FF]fF[-FF]fF]/
C,[+FF]fF[-FF]fF[-FF]fF
C,+FF]fF[-FF]fF[-FF]fF]
C,fF[-FF]fF[-FF]fF[+FF]
C,]fF[+FF]fF[+FF]fF[-FF
C,FF]fF[+FF]fF[-FF]fF[-
C,F[+FF]fF[-FF]fF[-FF]f
C,[-FFFFFFFFF]ffFFFF[-F
C,-FfF[-FF]fF[-FF]fF[+F
C,ffFFFF[-FFFFFFFFF]ffF
C,fFFFF[-FFFFFFFFF]ffFF
C,FFFF[-FFFFFFFFF]ffFFF
C,FFF[-FFFFFFFFF]ffFFFF
C,FF[-FFFFFFFFF]ffFFFF[
C,F[-FFFFFFFFF]ffFFFF[-
C,-FFFFFFFFF]ffFFFF[-Ff
C,FFFFFFFFF]ffFFFF[-FfF
C,FFFFFFFF]ffFFFF[-FfF[
C,FFFFFFF]ffFFFF[-FfF[-
C,FFFFFF]ffFFFF[-FfF[-F
C,[-FfF[-FF]fF[-FF]fF[+
C,FFFF]ffFFFF[-FfF[-FF]
C,FFF]ffFFFF[-FfF[-FF]f
C,FF]ffFFFF[-FfF[-FF]fF
C,F]ffFFFF[-FfF[-FF]fF[
C,]ffFFFF[-FfF[-FF]fF[-
C,ffFFFF[-FfF[-FF]fF[-F
C,fFFFF[-FfF[-FF]fF[-FF
C,FFFF[-FfF[-FF]fF[-FF]
C,FFF[-FfF[-FF]fF[-FF]f
C,FF[-FfF[-FF]fF[-FF]fF
C,FFFFF]ffFFFF[-FfF[-FF
C,F[-FfF[-FF]fF[-FF]fF[
C,[-FF]fF[+FF]fF[+FF]fF[
C,F[-FF]fF[+FF]fF[+FF]fF
C,fF[-FF]fF[+FF]fF[+FF]f
C,]fF[-FF]fF[+FF]fF[+FF]
C,FF]fF[+FF]fF[+FF]fF[-F
C,FF]fF[-FF]fF[+FF]fF[+F
C,-FF]fF[-FF]fF[+FF]fF[+
C,[-FF]fF[-FF]fF[+FF]fF[
C,-FF]fF[+FF]fF[+FF]fF[-
C,F]fF[-FF]fF[+FF]fF[+FF
C,F[-FF]fF[-FF]fF[+FF]fF
C,FfF[-FF]fF[-FF]fF[+FF]
C,]fF[+FF]fF[+FF]fF[-FF]
C,fF[+FF]fF[+FF]fF[-FF]f
C,F[+FF]fF[+FF]fF[-FF]fF
C,[+FF]fF[+FF]fF[-FF]fF[
C,+FF]fF[+FF]fF[-FF]fF[-
C,FF]fF[+FF]fF[-FF]fF[-F
C,F]fF[+FF]fF[-FF]fF[-FF
C,]fF[+FF]fF[-FF]fF[-FF]
C,fF[+FF]fF[-FF]fF[-FF]f
C,F[+FF]fF[-FF]fF[-FF]fF
C,fF[-FF]fF[-FF]fF[+FF]f
C,F]fF[+FF]fF[+FF]fF[-FF
C,+FF]fF[-FF]fF[-FF]fF]/
C,[+FF]fF[-FF]fF[-FF]fF]
C,-FfF[-FF]fF[-FF]fF[+FF
C,ffFFFF[-FFFFFFFFF]ffFF
C,fFFFF[-FFFFFFFFF]ffFFF
C,FFFF[-FFFFFFFFF]ffFFFF
C,FFF[-FFFFFFFFF]ffFFFF[
C,FF[-FFFFFFFFF]ffFFFF[-
C,F[-FFFFFFFFF]ffFFFF[-F
C,[-FFFFFFFFF]ffFFFF[-Ff
C,-FFFFFFFFF]ffFFFF[-FfF
C,FFFFFFFFF]ffFFFF[-FfF[
C,FFFFFFFF]ffFFFF[-FfF[-
C,FFFFFFF]ffFFFF[-FfF[-F
C,FFFFFF]ffFFFF[-FfF[-FF
C,[-FfF[-FF]fF[-FF]fF[+F
C,FFFF]ffFFFF[-FfF[-FF]f
C,FFF]ffFFFF[-FfF[-FF]fF
C,FF]ffFFFF[-FfF[-FF]fF[
C,F]ffFFFF[-FfF[-FF]fF[-
C,]ffFFFF[-FfF[-FF]fF[-F
C,ffFFFF[-FfF[-FF]fF[-FF
C,fFFFF[-FfF[-FF]fF[-FF]
C,FFFF[-FfF[-FF]fF[-FF]f
C,FFF[-FfF[-FF]fF[-FF]fF
C,FF[-FfF[-FF]fF[-FF]fF[
C,F[-FfF[-FF]fF[-FF]fF[+
C,FFFFF]ffFFFF[-FfF[-FF]
C,F[-FF]fF[+FF]fF[+FF]fF[
C,fF[-FF]fF[+FF]fF[+FF]fF
C,]fF[-FF]fF[+FF]fF[+FF]f
C,F]fF[-FF]fF[+FF]fF[+FF]
C,-FF]fF[+FF]fF[+FF]fF[-F
C,-FF]fF[-FF]fF[+FF]fF[+F
C,[-FF]fF[-FF]fF[+FF]fF[+
C,F[-FF]fF[-FF]fF[+FF]fF[
C,[-FF]fF[+FF]fF[+FF]fF[-
C,FF]fF[-FF]fF[+FF]fF[+FF
C,fF[-FF]fF[-FF]fF[+FF]fF
C,[+FF]fF[-FF]fF[-FF]fF]/
C,F]fF[+FF]fF[+FF]fF[-FF]
C,]fF[+FF]fF[+FF]fF[-FF]f
C,fF[+FF]fF[+FF]fF[-FF]fF
C,F[+FF]fF[+FF]fF[-FF]fF[
C,+FF]fF[+FF]fF[-FF]fF[-F
C,FF]fF[+FF]fF[-FF]fF[-FF
C,F]fF[+FF]fF[-FF]fF[-FF]
C,]fF[+FF]fF[-FF]fF[-FF]f
C,fF[+FF]fF[-FF]fF[-FF]fF
C,F[+FF]fF[-FF]fF[-FF]fF]
C,FfF[-FF]fF[-FF]fF[+FF]f
C,FF]fF[+FF]fF[+FF]fF[-FF
C,[+FF]fF[+FF]fF[-FF]fF[-
C,[-FfF[-FF]fF[-FF]fF[+FF
C,[-FFFFFFFFF]ffFFFF[-FfF
C,-FfF[-FF]fF[-FF]fF[+FF]
C,ffFFFF[-FFFFFFFFF]ffFFF
C,fFFFF[-FFFFFFFFF]ffFFFF
C,FFFF[-FFFFFFFFF]ffFFFF[
C,FFF[-FFFFFFFFF]ffFFFF[-
C,FF[-FFFFFFFFF]ffFFFF[-F
C,F[-FFFFFFFFF]ffFFFF[-Ff
C,-FFFFFFFFF]ffFFFF[-FfF[
C,FFFFFFFFF]ffFFFF[-FfF[-
C,FFFFFFFF]ffFFFF[-FfF[-F
C,FFFFFFF]ffFFFF[-FfF[-FF
C,F[-FfF[-FF]fF[-FF]fF[+F
